time,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,1.28597516329405e-10,0,1.30696479004828e-10,-4.43712495065737e-08,1.34954939862853e-10,-5.67763956248773e-08,2.74553976562344e-10,-3.95611116653316e-08,1.54753693586424e-10,1.11329601915037e-07,4.43645889688769e-10,2.81912294205769e-07,1.83430548006142e-10,5.82372157416815e-07,6.4338384583327e-10,1.16294677126971e-06,2.14536219344952e-10,1.12972232999821e-06,9.02018470124273e-10,2.13989489497624e-06,2.9647465731829e-10,4.05211313459679e-07,1.17498498529807e-09,5.27170907314118e-07,-1.9916878570741e-11,-4.67039212544081e-06,-6.22178583579171e-10,-9.58322310677921e-06,-4.87860448850173e-09,-1.65777153128833e-05,-1.09126602454714e-08,-3.24322421275482e-05,-1.45509119273245e-08,-2.68556551578215e-05
0.004,0,0,3.56101940245211e-09,0,3.61177730327792e-09,-1.50114502914561e-07,3.71241707223994e-09,3.91329775565472e-08,7.51181244287318e-09,7.50098808789892e-07,4.09980250130823e-09,2.07355566305789e-06,1.17932193281856e-08,4.40553367643537e-06,4.43571903219071e-09,5.23140585138565e-06,1.66435970355192e-08,1.03421945978489e-05,5.4159048718394e-09,5.60469731159902e-06,2.33501843033706e-08,1.19069327372651e-05,7.07393818328698e-09,-5.19360514848645e-06,2.37790214059433e-08,-6.74378478788878e-06,-1.50345435927153e-08,-3.56508936347181e-05,-3.60254866490186e-08,-6.45987758970445e-05,-1.19439027682238e-07,-8.06995996630963e-05,-2.22132229714571e-07,-0.00016232952647705,-2.32137310690679e-07,-0.000107475831065274
0.006,0,0,2.89524009668231e-08,0,2.91706156220816e-08,1.4925938083884e-06,2.94573879056917e-08,3.93213938157798e-06,5.86343847862355e-08,9.36070568628384e-06,2.91424429063421e-08,1.21506625499074e-05,8.76046817617421e-08,2.48912291518965e-05,2.94392843740267e-08,1.73801020623801e-05,1.2193783095151e-07,3.82791173399376e-05,3.96252982701408e-08,5.03523114202022e-06,1.58767228043544e-07,2.39979081037038e-05,1.64920135151628e-08,-3.96841592875658e-05,8.41074930403191e-08,-5.21244399998738e-05,-2.16838780485743e-07,-0.000116573596489416,-3.86013935885613e-07,-0.000211508527009208,-7.55827555827571e-07,-0.000199832712913911,-1.3936735981522e-06,-0.000438231013423355,-1.17167972970184e-06,-0.0002417006567764
0.008,0,0,1.20634171747686e-07,0,1.17541613847861e-07,1.15226866747186e-05,1.1206893099267e-07,2.22697709803582e-05,2.22460266399669e-07,4.18759531729331e-05,9.90654061504994e-08,3.61161666288289e-05,3.26954944899021e-07,7.60528569401276e-05,1.15212232207796e-07,2.67032463015728e-05,4.56704965307388e-07,8.13279572185153e-05,1.2661716444878e-07,-2.40956912693228e-05,4.8876493270142e-07,1.21267282901682e-05,-1.45556081871399e-07,-0.000121324336282614,-6.76886975340833e-08,-0.000171555510788082,-1.0939115445306e-06,-0.000248670880851093,-1.92066543557603e-06,-0.000483744750758811,-2.65337900232037e-06,-0.000370850516355717,-5.21320183260084e-06,-0.000892347078748604,-3.69299801627565e-06,-0.000429312649782732
0.01,0,0,3.23186140917748e-07,0,2.89051367367177e-07,3.49710293612769e-05,2.44013606827336e-07,6.1086679315726e-05,5.13687186279617e-07,0.000104029751048213,2.26625087905748e-07,6.7635010531901e-05,7.86640250061028e-07,0.000150835186317515,3.15830939037092e-07,1.6124747184322e-05,1.0696515768378e-06,0.000117076990776545,1.56507404466644e-07,-9.26853997448614e-05,7.9417826201703e-07,-5.0579060782389e-05,-9.15128181167137e-07,-0.000249270730688949,-1.26057815623255e-06,-0.000390419422450816,-3.43481487474771e-06,-0.000431936043279596,-6.42860873291148e-06,-0.000908655401615682,-6.91646258673851e-06,-0.000596237433669739,-1.46427870685804e-05,-0.00155317963540141,-9.00873533020153e-06,-0.000670701636959845
0.012,0,0,6.15955420092392e-07,0,5.08194443883136e-07,6.14234678119579e-05,3.80868358914795e-07,0.000103339002593553,8.76472534455633e-07,0.000168966881547806,4.18446334643446e-07,9.40131837009582e-05,1.41255351477884e-06,0.000217306272737373,5.98519877633945e-07,-1.15824669418696e-05,1.77564569606513e-06,0.000120955931262088,-1.30488865448008e-07,-0.000191736465866843,4.30927756236574e-07,-0.000183314631936588,-2.98466680125254e-06,-0.000422906373095615,-5.09943670271197e-06,-0.000730224747103435,-8.44874244599431e-06,-0.000669502172006616,-1.68903469486037e-05,-0.00150944226547862,-1.50549173447958e-05,-0.000876804945134509,-3.42560858407749e-05,-0.0024454658738369,-1.87556023366232e-05,-0.000967910254832296
0.014,0,0,8.91394434262155e-07,0,7.29306393878558e-07,7.52415058772352e-05,5.4146759697241e-07,0.0001254887160705,1.27427219004302e-06,0.000201716075751154,6.42159284284848e-07,0.000103536939593152,2.07488749841278e-06,0.000237270714266434,8.09894564173756e-07,-5.29781529387236e-05,2.20108590143283e-06,6.05170619198667e-05,-1.10962731877088e-06,-0.000314587725032731,-1.57921001971741e-06,-0.00041140958190725,-7.21655822642294e-06,-0.000634427583847043,-1.37060975533467e-05,-0.00120902826000052,-1.75680615856429e-05,-0.000956118420961284,-3.71456004598124e-05,-0.00230265920215339,-2.90312087076934e-05,-0.00121407552678033,-6.99477277065704e-05,-0.00358762406960373,-3.5018986254924e-05,-0.0013227017870842
0.016,0,0,1.05700936216263e-06,0,8.89129080212609e-07,7.64066388918503e-05,7.04652417117013e-07,0.000124331609912011,1.64273268973052e-06,0.000191866318144814,8.84031512191e-07,7.85254462215244e-05,2.58883365488427e-06,0.000179668671199865,6.90479938214778e-07,-0.000127840475837729,1.76807345137861e-06,-0.000107063352125429,-3.27718420004318e-06,-0.000463140173761473,-6.36538067549529e-06,-0.000771355270494017,-1.42496180379025e-05,-0.000872033320922857,-2.90779317447187e-05,-0.00185084120858429,-3.19397375747822e-05,-0.001279498781641,-7.0592459089828e-05,-0.00329989488832039,-5.04383088835062e-05,-0.00159549004984217,-0.00012677591719462,-0.00497930815462694,-5.94556380316413e-05,-0.00172357837577356
0.018,0,0,1.15692388285735e-06,0,1.02872370314956e-06,6.6925186245582e-05,9.12324388470035e-07,0.000101146129772884,2.05368748381702e-06,0.000138296201553591,1.13018208927219e-06,1.0813395579172e-05,2.86152758685901e-06,3.08154353010923e-05,-1.15438106478014e-07,-0.000252307050180931,-1.95643730634073e-07,-0.000413113949594024,-7.41824916834515e-06,-0.000655025373897463,-1.54741947351896e-05,-0.00130718382833102,-2.49384288018036e-05,-0.00114045677240553,-5.33198345186785e-05,-0.00269269092986116,-5.17424664476253e-05,-0.00162127916415408,-0.000119167452771282,-0.00451282790703863,-7.88485523496178e-05,-0.0019911104034173,-0.000206135928647668,-0.00660043336395695,-9.14730556216062e-05,-0.00213795449807939
0.02,0,0,1.49963357597461e-06,0,1.45423999773895e-06,4.17096308090226e-05,1.42620716131677e-06,4.99154536685345e-05,2.92292404440438e-06,3.34506711442057e-05,1.30786945275551e-06,-9.88964911586766e-05,3.01157330128077e-06,-0.000217446544985624,-2.16707906778637e-06,-0.000430840748828767,-4.49201277682404e-06,-0.000875517088155726,-1.48009573379739e-05,-0.000903696145341033,-3.10836181052734e-05,-0.00204894242674464,-4.05556626650568e-05,-0.00144828053518789,-8.93350456917028e-05,-0.00376663400141198,-7.69933017643173e-05,-0.00197582563103003,-0.000184915772970279,-0.00595915134657659,-0.000112603694693488,-0.00237877288715057,-0.000308115411767215,-0.00844359058003592,-0.00012907857474901,-0.00253979909646679
0.022,0,0,2.38333667987035e-06,0,2.39413280922771e-06,2.14088471325469e-07,2.35470246274501e-06,-3.2877849061778e-05,4.36475202587077e-06,-0.000131334616015086,1.02519396629296e-06,-0.000261914290429875,2.42205041512846e-06,-0.000582406700507956,-6.49220164818461e-06,-0.000666418828628504,-1.28392149257112e-05,-0.00150749798969758,-2.6508292960436e-05,-0.00120007599843029,-5.59485971803286e-05,-0.00300215612088443,-6.21527293694925e-05,-0.00179182782120965,-0.000141028815497707,-0.005080423997893,-0.000108933450684666,-0.00235113596044628,-0.000273116665258024,-0.00766003159508202,-0.000153251994840584,-0.00277665052467218,-0.000439675049198221,-0.0105497541408415,-0.000174050019215876,-0.00294935989568725
0.024,0,0,3.76229607347535e-06,0,3.68490037143924e-06,-6.16746329330333e-05,3.31427389665279e-06,-0.000153217434853334,5.47320585495942e-06,-0.000364358483671122,-8.18239951774221e-07,-0.000479536901229006,-1.12959715735787e-06,-0.00107055800932892,-1.45226738297508e-05,-0.000954742232185997,-2.88153329551776e-05,-0.00230981481881739,-4.37619187820599e-05,-0.00153720484303453,-9.4723617905837e-05,-0.00416075420895976,-9.07851667532302e-05,-0.00216642272803766,-0.000214706834896554,-0.00663190387424274,-0.000150206381287067,-0.00276251504685003,-0.000394113831054251,-0.00964009646653473,-0.00020607014978552,-0.00322062465626555,-0.000616978062441555,-0.0129832148207701,-0.000232355996326599,-0.0034078450833893
0.026,0,0,5.42145168243085e-06,0,4.88676499275679e-06,-0.000145201627870214,3.52478461385257e-06,-0.000310495301321407,4.70088827497088e-06,-0.000661351020282084,-5.58291451547421e-06,-0.00074182926924465,-1.0654227904774e-05,-0.0016669547328446,-2.78195100832955e-05,-0.00128671107130226,-5.71853970785769e-05,-0.00326393128794332,-6.86126612055767e-05,-0.00191847831144027,-0.000154816055343044,-0.00551773990095454,-0.000129795647901325,-0.00259080272747674,-0.000321728065253051,-0.00843474311021769,-0.000205148895583001,-0.00322946876983108,-0.000563610041769841,-0.0119288908688812,-0.000275381880253425,-0.00372353630274049,-0.000860058617180969,-0.0157848797423844,-0.000308359327381404,-0.00392591675889065
0.028,0,0,7.2413265949743e-06,0,5.76358871379843e-06,-0.000237476619531434,2.55454250340426e-06,-0.000486042087649698,1.06698484418779e-06,-0.000994753245249063,-1.43754449106884e-05,-0.00104016104519614,-2.86696370811468e-05,-0.00234184704754835,-4.83978681200964e-05,-0.00166625007260417,-0.000103193962924135,-0.00435019599382526,-0.000104647867724085,-0.0023600082340157,-0.000245993940982539,-0.00707285238358065,-0.000184461938005309,-0.00308533495823307,-0.000477289287467877,-0.0105063954684807,-0.000279072887886111,-0.00376609090650169,-0.000801606214083423,-0.0145530466466721,-0.000365415339671263,-0.0042896086091354,-0.00119287630462646,-0.0189833350333359,-0.000405977944674237,-0.0045047886037512
0.03,0,0,9.30658276017756e-06,0,6.44572398561267e-06,-0.0003285399179377,5.45968762240917e-07,-0.000662701284291623,-5.40939915136028e-06,-0.00133769897601177,-2.78082668325719e-05,-0.00136230211628918,-5.68853146853611e-05,-0.00306702850094854,-7.92998396045336e-05,-0.00210313746023259,-0.000172791995393338,-0.00555548377673903,-0.000156953336373926,-0.00287783493751324,-0.000379388664621863,-0.00882494215461717,-0.000259936129448466,-0.00365810628184554,-0.000697905389566435,-0.0128530365550127,-0.000377839450814788,-0.004380766144383,-0.00113136287016275,-0.0175311936585213,-0.000483868769623173,-0.00493598425026932,-0.00164692916595531,-0.022616784514164,-0.000533645869067345,-0.00516486038053087
