time,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,1.05009321554528e-11,0,1.06723278771965e-11,-1.26794230804122e-08,1.10200624930272e-11,-1.62242912889721e-08,2.24193496308907e-11,-1.13049017245715e-08,1.26367762340158e-11,3.18132587258533e-08,3.62269468240788e-11,8.05585355970417e-08,1.49784519919288e-11,1.66417229066427e-07,5.25370181006286e-11,3.32320793119351e-07,1.7518457604125e-11,3.22826713269382e-07,7.36564342203034e-11,6.11491168765583e-07,2.42093332418912e-11,1.1579232327148e-07,9.59461579881893e-11,1.50643334399371e-07,-1.62635442710605e-12,-1.33459947710631e-06,-5.08054526632793e-11,-2.73847755155913e-06,-3.98373912394892e-10,-4.73720650083452e-06,-8.91098885574795e-10,-9.26775604238941e-06,-1.1881888401807e-09,-7.6742047152904e-06
0.004,0,0,2.90880478753777e-10,0,2.95026831392824e-10,-4.29088837622082e-08,3.03248053923308e-10,1.11662394800753e-08,6.13601906863609e-10,2.14334063379061e-07,3.34895367314929e-10,5.92563186843508e-07,9.63335721452477e-10,1.25898835216304e-06,3.62343161778464e-10,1.49507099644467e-06,1.35955096689121e-09,2.9556730909877e-06,4.42408895340278e-10,1.60189222431637e-06,1.90739604574015e-09,3.40307787392086e-06,5.77875147597439e-10,-1.483993319671e-06,1.94256405160406e-09,-1.92692193457297e-06,-1.22785649774549e-09,-1.01887386577297e-05,-2.94245508181495e-09,-1.84620835266494e-05,-9.75669573827967e-09,-2.30648805458879e-05,-1.81459828412767e-08,-4.6395380269261e-05,-1.89644270338073e-08,-3.07190691105306e-05
0.006,0,0,2.36618314700711e-09,0,2.38403146018238e-09,4.26439736335085e-07,2.40750261494695e-09,1.12359738520081e-06,4.79213808505024e-09,2.67504974669942e-06,2.38194658714284e-09,3.47277635114461e-06,7.16009309292923e-09,7.11421962954763e-06,2.40632544624732e-09,4.96830208317002e-06,9.966368237053e-09,1.09420983102643e-05,3.23887016249848e-09,1.44111071534709e-06,1.29775779907224e-08,6.86221497225868e-06,1.35038695665543e-09,-1.13411167130908e-05,6.88001084033416e-09,-1.48961304260449e-05,-1.77170267061577e-08,-3.33238349552832e-05,-3.15428769327336e-08,-6.04622185889598e-05,-6.17828507377303e-08,-5.71340788596679e-05,-1.13921930154184e-07,-0.000125288004391424,-9.57949133673459e-08,-6.91105433454216e-05
0.008,0,0,9.86725874723856e-09,0,9.61486046740097e-09,3.29290146650699e-06,9.16809400622845e-09,6.36475277406153e-06,1.819893053588e-08,1.19693511791816e-05,8.10585303408562e-09,1.03253603376602e-05,2.67484584281312e-08,2.17427405400305e-05,9.4257117972681e-09,7.63951160204576e-06,3.73650199319903e-08,2.32586008159598e-05,1.03644110959381e-08,-6.87935541433182e-06,4.00058784269031e-08,3.48216730960437e-06,-1.18754756508383e-08,-3.46823954449041e-05,-5.47499546027582e-09,-4.90386913197555e-05,-8.94500000188889e-08,-7.11148382649889e-05,-1.57057156866222e-07,-0.000138332363116742,-2.17113219650457e-07,-0.000106084842114687,-4.26522721710776e-07,-0.000255226085814582,-3.02272900566205e-07,-0.000122824021275898
0.01,0,0,2.64724259706714e-08,0,2.36834367063357e-08,9.9972008804567e-06,2.00025875982084e-08,1.74650115268525e-05,4.2099624482831e-08,2.97464749994263e-05,1.85761121329853e-08,1.93484699992437e-05,6.44653301691326e-08,4.31462536765048e-05,2.58777736547756e-08,4.63343874270134e-06,8.76780122514835e-08,3.35176595623369e-05,1.28870474879341e-08,-2.64810166546867e-05,6.52379807574501e-08,-1.44148995237252e-05,-7.47817966378797e-08,-7.12908818358833e-05,-1.02884207540467e-07,-0.000111638922912778,-2.81199826721324e-07,-0.000123599849364116,-5.26202749185494e-07,-0.000259964868843202,-5.66731032414142e-07,-0.000170678912296243,-1.19944170481926e-06,-0.000444486558163829,-7.38468636247895e-07,-0.000192027284518972
0.012,0,0,5.05845688717403e-08,0,4.17667169620318e-08,1.75720858485474e-05,3.13429219586145e-08,2.9568761562475e-05,7.20660085727252e-08,4.83567317418017e-05,3.4395090658131e-08,2.69288320477809e-05,1.16107531053163e-07,6.22325713669076e-05,4.91876148008073e-08,-3.25694406825486e-06,1.46086846143694e-07,3.47213916444503e-05,-1.03756098651818e-08,-5.48126971320374e-05,3.62541408670325e-08,-5.23218224314974e-05,-2.44252942460337e-07,-0.000121032149221685,-4.16905414221117e-07,-0.000208902804632436,-6.92773543390717e-07,-0.000191735728095402,-1.38435591370989e-06,-0.000432118494431269,-1.23581596992557e-06,-0.000251223130788537,-2.81031433115805e-06,-0.000700344947312063,-1.54036482743277e-06,-0.000277383580223894
0.014,0,0,7.35584756909702e-08,0,6.02511237439216e-08,2.1561217602977e-05,4.48182921415835e-08,3.59703120620826e-05,1.05324336071303e-07,5.78398203831042e-05,5.30320586681588e-08,2.97363057560782e-05,1.71427482158552e-07,6.81282901864346e-05,6.69832720856023e-08,-1.50513988489872e-05,1.82506945179679e-07,1.76220153281843e-05,-9.01565995056751e-08,-9.00025519688521e-05,-1.2686281523593e-07,-0.000117499100140279,-5.91647937785837e-07,-0.000181737689861427,-1.12245176765479e-06,-0.000346086847270264,-1.44348226325179e-06,-0.000274107846628495,-3.04982278377059e-06,-0.000659714753583628,-2.38844513190916e-06,-0.000348253991996149,-5.7495216612262e-06,-0.00102836040938398,-2.88278489903042e-06,-0.000379503334206884
0.016,0,0,8.79471953251621e-08,0,7.40705537082865e-08,2.19699897120251e-05,5.88011455808695e-08,3.57713228475831e-05,1.36853768580208e-07,5.52480246162882e-05,7.3539766451643e-08,2.27311638304031e-05,2.15749137785916e-07,5.19880989742361e-05,5.82097408830793e-08,-3.64109261369094e-05,1.50065184862381e-07,-3.0012405857191e-05,-2.67434676167226e-07,-0.000132635534781527,-5.17107702829287e-07,-0.00022042783824465,-1.17104855859401e-06,-0.000250110282199997,-2.3864259133525e-06,-0.00053019459051306,-2.63116471156044e-06,-0.000367305954080645,-5.80920461428853e-06,-0.00094631578665484,-4.16103516163763e-06,-0.000458297141791582,-1.04461653618023e-05,-0.00142880212728293,-4.90827243731906e-06,-0.000495219936578565
0.018,0,0,9.73219234534579e-08,0,8.65749752600928e-08,1.93768966990011e-05,7.67701729928667e-08,2.93443371723306e-05,1.72673879329839e-07,4.02694754407501e-05,9.50161646916038e-08,3.57710379998022e-06,2.41798999282183e-07,9.89646511471613e-06,-6.22094128444753e-09,-7.19727040655637e-05,-6.37118419749981e-09,-0.000117179041529112,-6.07540719289518e-07,-0.000187804078988926,-1.26323974675812e-06,-0.0003738026670841,-2.0555929796651e-06,-0.000327581577813135,-4.38776754743701e-06,-0.000772005866081443,-4.27622919128783e-06,-0.000466175106832058,-9.83460509533411e-06,-0.00129555383112526,-6.52654588125258e-06,-0.000572896067220401,-1.70365694815551e-05,-0.00189632578386539,-7.5771147532861e-06,-0.000615322840734132
