time,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,8.22212185041303e-11,0,8.35632293926568e-11,-3.54794926347102e-08,8.62859556846498e-11,-4.53987183583574e-08,1.75541201264922e-10,-3.16332936741388e-08,9.89446578813622e-11,8.90197288668053e-08,2.83653266928006e-10,2.25418546383725e-07,1.17279738766398e-10,4.65667883220258e-07,4.11359449693072e-10,9.29898437277656e-07,1.37167726260196e-10,9.03332056622317e-07,5.76722312052994e-10,1.71107147004606e-06,1.89556593779771e-10,3.24009280589475e-07,7.51248546520461e-10,4.2152897491294e-07,-1.27342119125043e-11,-3.73447019055745e-06,-3.97801470242285e-10,-7.66279563917946e-06,-3.11922671632741e-09,-1.32556290614527e-05,-6.97721265431934e-09,-2.59329923024046e-05,-9.30339657607257e-09,-2.14739240460329e-05
0.004,0,0,2.27436743406557e-09,0,2.30678029533568e-09,-1.19928499136699e-07,2.37104474352766e-09,3.14235396472925e-08,4.79761604964238e-09,5.99874346292932e-07,2.6183643969885e-09,1.65776293022376e-06,7.53186125986813e-09,3.52202207587014e-06,2.83268638990297e-09,4.18168902892028e-06,1.06293546204673e-08,8.26693492027687e-06,3.45871116085003e-09,4.47888904601775e-06,1.49122340131213e-08,9.5158135851398e-06,4.51694273333511e-09,-4.15377843032362e-06,1.51826768154377e-08,-5.39358209062014e-06,-9.60819468249136e-09,-2.84956115449826e-05,-2.30158157711258e-08,-5.16308629917106e-05,-7.62747242393058e-08,-6.44886741239927e-05,-1.41841976669928e-07,-0.000129722908489046,-1.48201873449118e-07,-8.58747869337115e-05
0.006,0,0,1.8461728059806e-08,0,1.86005339939208e-08,1.194030536771e-06,1.87825736662726e-08,3.14431107576667e-06,3.73851324650225e-08,7.48326395704818e-06,1.85771525266436e-08,9.7103438442897e-06,5.58504004178785e-08,1.98914864438008e-05,1.87630577580451e-08,1.38822574826672e-05,7.77343167428124e-08,3.05785179041017e-05,2.52566655047717e-08,4.00783978957547e-06,1.01188321168681e-07,1.9151055891196e-05,1.04548224346776e-08,-3.17212150971286e-05,5.34798492510388e-08,-4.16651842680798e-05,-1.38380695438904e-07,-9.31068802942984e-05,-2.46263477153076e-07,-0.00016892561064119,-4.81673157989207e-07,-0.000159519000156925,-8.88144014518683e-07,-0.000349875990675739,-7.46188424477367e-07,-0.000192885053441428
0.008,0,0,7.67293691787139e-08,0,7.47494290977554e-08,9.21101638729178e-06,7.12477383167881e-08,1.77979408695859e-05,1.41427575330635e-07,3.3459039615225e-05,6.29396414263302e-08,2.88399939542214e-05,2.07828543456127e-07,6.07318016991211e-05,7.32286283160355e-08,2.12834325961795e-05,2.90267976676821e-07,6.48852279065134e-05,8.03559058663186e-08,-1.93121994765353e-05,3.10227740720713e-07,9.57159091181984e-06,-9.32959200613507e-08,-9.68964372111629e-05,-4.45299902778615e-08,-0.000137023898789492,-6.96436815936377e-07,-0.000198364610841533,-1.2226880013922e-06,-0.000385934820492533,-1.68571463145099e-06,-0.000295568531484212,-3.31310645326503e-06,-0.000711501927844403,-2.34382721013782e-06,-0.000342017559646405
0.01,0,0,2.04727714419632e-07,0,1.82941371877182e-07,2.79305852422686e-05,1.54212376972426e-07,4.87756071080568e-05,3.24838876943239e-07,8.30377855625142e-05,1.43211698627045e-07,5.39271007518192e-05,4.97528530810963e-07,0.000120285862140933,1.99880170715207e-07,1.27114514647096e-05,6.76129890154137e-07,9.31715053009266e-05,9.76660288468156e-08,-7.41256605235712e-05,4.98832326890155e-07,-4.06766405359699e-05,-5.83755058667909e-07,-0.000198815524922901,-8.07079072171698e-07,-0.000311483687595932,-2.17933000050283e-06,-0.000343958884966886,-4.08068692286257e-06,-0.000723892349962437,-4.37626719000969e-06,-0.00047423046152379,-9.27361866426347e-06,-0.00123633894476741,-5.69251696785857e-06,-0.000533152457404506
0.012,0,0,3.87479553996494e-07,0,3.18948483517967e-07,4.89730683034174e-05,2.38046585760293e-07,8.2362682479788e-05,5.4920175910056e-07,0.00013460870678305,2.62314323001602e-07,7.47541779906944e-05,8.8595797086084e-07,0.000172859827179721,3.75816366188018e-07,-9.58701093222253e-06,1.11110571406179e-06,9.57235703373344e-05,-8.91556345162594e-08,-0.000153078234169991,2.52352434036991e-07,-0.000146783302885319,-1.89618508200904e-06,-0.000336693851518069,-3.24864626647516e-06,-0.000581730443838198,-5.33771367701214e-06,-0.000531981320469156,-1.06828787129462e-05,-0.0012003735083413,-9.47864543188372e-06,-0.000695645841538816,-2.16048169789238e-05,-0.0019426585522106,-1.17889909811789e-05,-0.000767379202408632
0.014,0,0,5.53973075001398e-07,0,4.51618585616325e-07,5.97781636281014e-05,3.33146282857689e-07,9.96498971645939e-05,7.87424476677625e-07,0.000160075183621902,3.97486600057385e-07,8.19057147612868e-05,1.28401989226247e-06,0.000187785740534448,5.00681875189593e-07,-4.27895116748878e-05,1.34978064073357e-06,4.66170473096368e-05,-7.17220646894521e-07,-0.000250616850540117,-1.05137807127312e-06,-0.000328673247923951,-4.56313646816317e-06,-0.000503903823067577,-8.69097638775697e-06,-0.000961413829480419,-1.10416740588494e-05,-0.00075770792076369,-2.33885228443143e-05,-0.00182725066285068,-1.81724593332175e-05,-0.000960414423802096,-4.38954027844718e-05,-0.00284318244157793,-2.18768431602449e-05,-0.00104545370165344
0.016,0,0,6.43652277645827e-07,0,5.39008026110613e-07,6.0308052988492e-05,4.24271801233526e-07,9.80387097934661e-05,9.94609967211344e-07,0.000151061359333106,5.37209990627999e-07,6.12365570637278e-05,1.56737492887916e-06,0.000140216912149273,4.07441797597501e-07,-0.000102609625261434,1.0197624653469e-06,-8.82162736558664e-05,-2.09404399747554e-06,-0.000367985177133253,-4.11579178323061e-06,-0.000614978246575388,-8.95722104115034e-06,-0.000690541642121147,-1.83368655067947e-05,-0.00146863406999186,-1.99470430179883e-05,-0.00101068422079178,-4.41962669979694e-05,-0.00261199895835501,-3.13561134213052e-05,-0.00125775120898991,-7.90727799486788e-05,-0.0039350742736713,-3.68758678071522e-05,-0.00135740098576349
0.018,0,0,6.84630376739447e-07,0,6.06706621235526e-07,5.21730742709923e-05,5.36548283067028e-07,7.85682867910065e-05,1.21308439356768e-06,0.000106715971351578,6.68958070819515e-07,6.28666501985721e-06,1.67125904139564e-06,1.93719281253818e-05,-1.29302194985125e-07,-0.000201779848666472,-3.03304490817991e-07,-0.000333421255745627,-4.69907333560152e-06,-0.000518955001065799,-9.88398970552088e-06,-0.0010400783955551,-1.55640543622485e-05,-0.000899868181030075,-3.34011859303088e-05,-0.00213154331911979,-3.20576355446145e-05,-0.00127550125569187,-7.40784093164674e-05,-0.00356170003883158,-4.85989673922546e-05,-0.00156285407737063,-0.000127593000069697,-0.00519912374295759,-5.62305104398416e-05,-0.00167625704443422
0.02,0,0,8.73240040926731e-07,0,8.47977855572304e-07,3.13337660345823e-05,8.32813014071437e-07,3.64919984291555e-05,1.70076581515801e-06,2.11386257853128e-05,7.41203541379245e-07,-8.22183163456799e-05,1.66334786494303e-06,-0.000180910542056615,-1.45950211358063e-06,-0.000343588085957029,-3.11699781991741e-06,-0.000702586042547442,-9.30020868799869e-06,-0.000713859569154628,-1.96648511464652e-05,-0.00162678037576047,-2.51020529789218e-05,-0.00113815043386426,-5.5535233736082e-05,-0.00297387532618672,-4.72387859802035e-05,-0.00154689535168845,-0.000113973630220036,-0.00468777981794643,-6.86613076449324e-05,-0.00185712493640373,-0.000188953468987415,-0.00662578249986476,-7.84707218418802e-05,-0.00198029203892311
0.022,0,0,1.39468174181187e-06,0,1.40148268860398e-06,-2.5763927149116e-06,1.37243781620928e-06,-3.08663323453103e-05,2.51310717257433e-06,-0.000112328087847046,4.95729896642721e-07,-0.00021305530901081,1.13487796995345e-06,-0.000473845173850974,-4.22164512971798e-06,-0.000529999629369145,-8.49241785159249e-06,-0.00120518448985461,-1.65218798291426e-05,-0.0009448791024409,-3.50933357954444e-05,-0.00237778380948528,-3.81120178823043e-05,-0.00140178580617372,-8.6946242808528e-05,-0.00399942101601183,-6.60910590877149e-05,-0.0018305506362445,-0.000166749085034051,-0.0060040341925108,-9.22908809178676e-05,-0.00215436792399371,-0.000266837806474001,-0.00824394969594051,-0.000104463989851059,-0.00228495469320755
0.024,0,0,2.20891243878466e-06,0,2.14958741190065e-06,-5.27196580667996e-05,1.89510303157194e-06,-0.000128050576276462,3.04652544354733e-06,-0.000299856908679877,-7.73871222865618e-07,-0.00038683650961304,-1.34364589488949e-06,-0.000863663104348903,-9.29226637107377e-06,-0.000757015919644721,-1.86573037181041e-05,-0.00184025966914111,-2.70453648139825e-05,-0.00120581566765209,-5.89522401181051e-05,-0.00328602927952488,-5.51003724857374e-05,-0.00168639262763144,-0.000131260314473265,-0.00520361732881282,-9.00420487197987e-05,-0.00213808136275428,-0.000238293313870177,-0.00752669182028243,-0.000122489064079444,-0.00248263959842322,-0.00037045032584727,-0.0101009225462009,-0.000137604059766335,-0.00262254176532176
0.026,0,0,3.16371588138624e-06,0,2.79618349642978e-06,-0.000119883746977871,1.88964933325105e-06,-0.00025418993692827,2.29664940373835e-06,-0.000537320600228783,-3.9205322560819e-06,-0.000595019177258987,-7.6702630348565e-06,-0.00133706022899365,-1.75988128361106e-05,-0.00101670153907744,-3.65252532937143e-05,-0.00259099428834747,-4.2036616047619e-05,-0.00149877034954406,-9.56504196282731e-05,-0.00434334486394635,-7.79560518596588e-05,-0.00200639594053924,-0.000195103506293113,-0.00659425123773529,-0.000121494479452609,-0.00248449224287767,-0.000337584501543292,-0.00927559681445336,-0.000161545147442173,-0.00285152766421285,-0.000511033632832676,-0.0122249249859996,-0.000180159955381751,-0.00300086075231302
0.028,0,0,4.16794311114073e-06,0,3.18290778858489e-06,-0.000193469052355183,1.08499654132971e-06,-0.000393835729066139,-3.46345786266403e-07,-0.000801755001360746,-9.60329198268627e-06,-0.000829998559932197,-1.93563362972595e-05,-0.00186861625212363,-3.03110863353542e-05,-0.0013115113164866,-6.51831565390243e-05,-0.00343939721839338,-6.35646838329762e-05,-0.00183601433859809,-0.000150871615025933,-0.00554664272336674,-0.000109684800245972,-0.00237747842348139,-0.000287194222079331,-0.00818178920457012,-0.000163347828342198,-0.0028804398862318,-0.000475874953671513,-0.0112679468047898,-0.000211592679909916,-0.00326380579390526,-0.000701778801042396,-0.0146341128407656,-0.000234027426958841,-0.00342027504473243
0.03,0,0,5.26701345562744e-06,0,3.39717896525214e-06,-0.000265207790814877,-4.02424551942766e-07,-0.000532725307962228,-4.81022107783918e-06,-0.00107070315066067,-1.81231655285121e-05,-0.00108124495877703,-3.7297050483627e-05,-0.00243403602721807,-4.91800990604124e-05,-0.00164849770036952,-0.000107970996639967,-0.00437247860413542,-9.45383904119362e-05,-0.00222963552850552,-0.000230853698717376,-0.00689180373016646,-0.000153097250324283,-0.00280544626171251,-0.000416659118829331,-0.00996736635374631,-0.000218723112056757,-0.00333208032784131,-0.000665899151740892,-0.0135143263060259,-0.000276771558831785,-0.00373270087092965,-0.000959855178645977,-0.017354247155101,-0.000303740711770114,-0.00389662099749472
0.032,0,0,6.41333461285889e-06,0,3.40099963606578e-06,-0.000336083290883738,-2.6300530556042e-06,-0.000672379739160089,-1.13274402300088e-05,-0.00134528308181519,-2.98628751358897e-05,-0.00134610025354837,-6.23494357020747e-05,-0.00302730538063853,-7.51032401981036e-05,-0.00201667969625606,-0.000167116973376077,-0.00537407772846095,-0.000136990554419995,-0.00267334239028847,-0.000340811378043528,-0.00836327787382357,-0.000212107152238056,-0.00329730237814346,-0.000593252343712528,-0.0119461145487273,-0.000292622224765737,-0.00385251353458414,-0.000922638775878866,-0.016023259469592,-0.000362434604533124,-0.0042710596726761,-0.00130563668242966,-0.0204061944365821,-0.000394723970340256,-0.00444212382542977
0.034,0,0,7.49747198319588e-06,0,2.94700859648622e-06,-0.000412521625241644,-6.03370017266933e-06,-0.00082181690343392,-2.06745255619582e-05,-0.00163727382709611,-4.53440884567614e-05,-0.00162438204433295,-9.56715330325231e-05,-0.00365405394474458,-0.000108395163168305,-0.00240507098567146,-0.000244406812491183,-0.0064371826117931,-0.000192115156444004,-0.00315458744171495,-0.000484819129727728,-0.00994550286895419,-0.000290328355143684,-0.00385034406484506,-0.000826132631052652,-0.0141065754552207,-0.000391388426574253,-0.0044513669150583,-0.00126212031132984,-0.0187950286328946,-0.000475679110335079,-0.00489163488324508,-0.00176221518671269,-0.023802864572251,-0.000514021229254925,-0.00506921974752154
0.036,0,0,8.5107357874373e-06,0,1.95674496229621e-06,-0.000494531539258018,-1.08013697559612e-05,-0.000981089516107067,-3.33102881863309e-05,-0.00194775127275626,-6.52268843188214e-05,-0.00191884633878809,-0.000138839940631287,-0.00431962642072358,-0.000150625457273202,-0.00281830948300969,-0.000343207143940052,-0.00756907988504328,-0.000261791886433135,-0.00367139938947929,-0.000668149689650414,-0.0116390819434082,-0.00038980610422912,-0.00445372465622739,-0.00112329038365455,-0.0164380306407363,-0.000518826904064713,-0.0051197467396731,-0.00169786310384428,-0.0218164190383694,-0.000623671832540648,-0.00559818713834902,-0.00235099462538553,-0.0275379451181533,-0.000669678865780352,-0.00578611979384532
0.038,0,0,9.52138255585542e-06,0,5.57714719036265e-07,-0.000578204566414698,-1.68460024134873e-05,-0.00114633330614477,-4.94603150334857e-05,-0.00227312266596922,-9.04243161055849e-05,-0.00223386846305469,-0.000193564056686822,-0.00502667617400125,-0.000203798087430725,-0.00326344990824677,-0.00046772148125694,-0.00877885533848917,-0.000348969448353558,-0.00422885701364798,-0.000898132299546064,-0.0134550324512792,-0.000513645159669397,-0.00510538949239796,-0.00149474600633865,-0.0189437500222838,-0.000676997514543023,-0.00584319861226559,-0.00224094579318243,-0.0250689692188643,-0.000806504941426684,-0.00636285544668423,-0.00308266545859191,-0.0315625119434772,-0.000861124540223258,-0.00656129708253967
0.04,0,0,1.05576641746342e-05,0,-1.37898951986853e-06,-0.00066696995561841,-2.44778625336987e-05,-0.00132098019281907,-6.96780315086092e-05,-0.0026174889684319,-0.000121574479996896,-0.00256828554727989,-0.000261715663186036,-0.00577957201581748,-0.000270124709051934,-0.00374316660999273,-0.000622973796849907,-0.0100754306589653,-0.000457563522762017,-0.00483234830019913,-0.00118390972327634,-0.0154056333802407,-0.000665712741925911,-0.00580467608739858,-0.00195193329822522,-0.0216271509339193,-0.000866003479485435,-0.0066034472599751,-0.0029003142440131,-0.0285289565492274,-0.00101939745288531,-0.00715104107614152,-0.00396040872325121,-0.0358151581806948,-0.00108233525585338,-0.00735599239490328
0.042,0,0,1.1337167451094e-05,0,-4.30834862856247e-06,-0.000763420755544366,-3.45124547230346e-05,-0.00151097109681961,-9.58871676560122e-05,-0.0029916769589982,-0.000160779225017606,-0.00293080798536174,-0.000347654030301205,-0.00659479692567131,-0.000352217779811599,-0.00425922925680158,-0.000815876659594614,-0.011472984985009,-0.00058987497428706,-0.00547534233328242,-0.00153366626607601,-0.0174935153619294,-0.000845914270531014,-0.00653526080002758,-0.00250179288933419,-0.0244729648194081,-0.00108398423361223,-0.00738320171020929,-0.00368144021587587,-0.0321673112671183,-0.00126151134240516,-0.0079528616930168,-0.00498925455580428,-0.040259125416489,-0.0013329270630582,-0.00816331266190754
0.044,0,0,1.14594875661309e-05,0,-8.9843513646066e-06,-0.000872266014849085,-4.82950396302525e-05,-0.00172449790028164,-0.000130983453938321,-0.00340980440001436,-0.000210884234468953,-0.00333081380545371,-0.000457133958628336,-0.00749204400112846,-0.000452355799633603,-0.00481098638917381,-0.0010526093583099,-0.0129813790831129,-0.000744245601204934,-0.00613959420230843,-0.00195076571888501,-0.0197080655351367,-0.00105123743038701,-0.00727823362980851,-0.00314591027833938,-0.027457419543276,-0.0013305641943808,-0.00817529245440543,-0.00458663004314353,-0.0359574359771553,-0.00153429769332514,-0.00876830938900768,-0.00617304927011746,-0.044868406251184,-0.00161441951096685,-0.00898408419878887
0.046,0,0,1.12773650266677e-05,0,-1.56195264321985e-05,-0.000999773588827882,-6.67507160793923e-05,-0.00196977446281886,-0.00017634976939774,-0.00388178404568699,-0.000272935648399405,-0.00376579200809244,-0.000591897726265556,-0.00847349023315195,-0.000570257121168171,-0.00538769090975147,-0.00133455983601593,-0.0145938684541022,-0.000920542629612531,-0.00681924659267918,-0.00243659509031659,-0.0220384253854151,-0.00128145759358098,-0.00802965453934522,-0.00388484430274973,-0.0305643417188889,-0.00160438948300919,-0.00897301686785197,-0.00561473087185144,-0.0398753501291013,-0.00183577915135665,-0.00958889485303012,-0.00750860398337243,-0.0496104653552288,-0.00192475262550667,-0.00980968290072486
0.048,0,0,1.18389654452658e-05,0,-2.32498238056876e-05,-0.00114062293911245,-8.91094555374871e-05,-0.00223859782789091,-0.00023061430007064,-0.0043948154409506,-0.000346901774578522,-0.00423004684261421,-0.000750979120069359,-0.00952351847360814,-0.000706846194478365,-0.0059894570050485,-0.00166222769688514,-0.016296882860434,-0.00112059681801442,-0.00751749441796507,-0.00299327884148961,-0.0244739780504485,-0.00153764756166319,-0.00879136754632666,-0.0047203072899437,-0.0337813599907412,-0.00190319135014565,-0.00977016412116292,-0.00676353737655496,-0.0438986955012476,-0.00216083001811316,-0.0104017759356271,-0.00898821167161772,-0.0544490652590016,-0.00225836672466877,-0.010625918297201
0.05,0,0,1.32587637938962e-05,0,-3.13041365409009e-05,-0.00128448205758079,-0.000114277120564346,-0.00251487048608834,-0.000292397374788162,-0.00492530441517065,-0.0004329138732245,-0.00471628617730244,-0.00093484579523151,-0.0106183915588573,-0.000865358676583207,-0.00662146970646252,-0.00203924714346168,-0.0180723115135841,-0.00134684477061283,-0.00823849082615615,-0.00362556906748719,-0.0269976954498703,-0.00181968047481886,-0.00956172301899917,-0.00565622031096735,-0.0370890331354585,-0.00222566023857056,-0.0105642199999099,-0.00803495938424947,-0.0480048145230084,-0.00250659487579476,-0.01120266661145,-0.0106104978862499,-0.0593565601297777,-0.00261190108687228,-0.0114274541537011
0.052,0,0,1.43327964994495e-05,0,-4.09726806888146e-05,-0.00143012813305279,-0.000143395657165837,-0.00279554690485726,-0.000363640929441708,-0.0054651688474527,-0.000531065027410645,-0.00521317763827698,-0.0011449154384529,-0.0117363954099254,-0.00104522826249649,-0.00727046864769918,-0.00246778427262305,-0.0198899627252452,-0.00160151030262936,-0.0089791182390862,-0.00433842075943829,-0.0295798640142553,-0.00213021722462172,-0.0103432386979756,-0.00669926277160351,-0.0404599123558975,-0.00257270212319514,-0.0113571835090153,-0.00943692388192742,-0.0521699831892478,-0.00287513655754045,-0.0119976753884169,-0.0123859560593039,-0.0643168092259536,-0.00298797203420065,-0.0122225249006784
0.054,0,0,1.36828745117808e-05,0,-5.37861997477628e-05,-0.0015788579623967,-0.000177981198103992,-0.00308061175606597,-0.000446696349805825,-0.00601167227567965,-0.000641280220291644,-0.00571258902371043,-0.00138227892913829,-0.0128628147752616,-0.00124387748429186,-0.00792077954715371,-0.00294538662173586,-0.0217181458959331,-0.00188093683038002,-0.00972367532379886,-0.00512801656329488,-0.0321796494748846,-0.00247099404124699,-0.0111348532751648,-0.00785037524261031,-0.0438597632555889,-0.00295127330539416,-0.0121614570309461,-0.0109772981806837,-0.0563731879425543,-0.00327259952431257,-0.0127992172485316,-0.0143278626589914,-0.0693201964035003,-0.00339164176204988,-0.0130220417391918
