time,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.002,0,0,1.28629297052179e-12,0,1.30728778397097e-12,-4.43767538739147e-09,1.34988291598833e-12,-5.67834504248388e-09,2.74621827914704e-12,-3.95660654724686e-09,1.54791938467776e-12,1.11343320504259e-08,4.43755529044384e-12,2.81947064882543e-08,1.83475878230737e-12,5.82444182705325e-08,6.43542839992513e-12,1.16309058668664e-07,2.14589223344307e-12,1.12986224165943e-07,9.0224136266614e-12,2.14015988669508e-07,2.96547912160453e-12,4.05261953956731e-08,1.17527536360744e-11,5.27237155187913e-08,-1.99217338843102e-13,-4.67096883636773e-07,-6.22332337794535e-12,-9.58440601735067e-07,-4.87981025221567e-11,-1.65797637815414e-06,-1.09153569845609e-10,-3.24362481128391e-06,-1.4554507410538e-10,-2.68589729243453e-06
0.004,0,0,3.56287553253124e-11,0,3.61366202834345e-11,-1.50169848006016e-08,3.71435930602654e-11,3.90897551850343e-09,7.51575243673203e-11,7.50154469607413e-08,4.101985744806e-11,2.07389531456045e-07,1.17994788060224e-10,4.40629068917169e-07,4.43816286702655e-11,5.2325086849328e-07,1.66525241906396e-10,1.03443795253353e-06,5.41885442474764e-11,5.60628403029205e-07,2.33628085520504e-10,1.1910094962697e-06,7.07806214338299e-11,-5.19389652872424e-07,2.37932662422644e-10,-6.74411986558498e-07,-1.50400226413706e-10,-3.56588271306071e-06,-3.60415287558583e-10,-6.46139156032206e-06,-1.19504963952985e-09,-8.07221116837733e-06,-2.22260025177586e-09,-1.62373973601374e-05,-2.32282159293904e-09,-1.07509326856358e-05
0.006,0,0,2.89798217549013e-10,0,2.9198389611004e-10,1.49253246152591e-07,2.94857813266299e-10,3.93248843464323e-07,5.8691390120543e-10,9.36229908428637e-07,2.91723817078866e-10,1.21540097274556e-06,8.76922203955389e-10,2.48982746587491e-06,2.94706559285701e-10,1.73875542086469e-06,1.22061281170988e-09,3.82942530696949e-06,3.96671147478757e-10,5.04250072448034e-07,1.58938419146095e-09,2.40145177934476e-06,1.65335419398268e-10,-3.96920635968571e-06,8.42496806714414e-10,-5.21339876960952e-06,-2.1699901442877e-09,-1.16622826405941e-05,-3.86331685506388e-09,-2.11598088291638e-05,-7.56660323476409e-09,-1.99945062383967e-05,-1.39521092556369e-08,-4.38458489837268e-05,-1.17316522951074e-08,-2.41853695439737e-05
0.008,0,0,1.20832480049147e-09,0,1.17740553872223e-09,1.15246417253183e-06,1.12267742458354e-09,2.22753809788571e-06,2.22854533274409e-09,4.1889839199673e-06,9.92564169287574e-10,3.61351572673285e-06,3.27544750215839e-09,7.6092049399061e-06,1.15420716934273e-09,2.67329593879735e-06,4.5754541088866e-09,8.13931131013761e-06,1.26905202307318e-09,-2.4080044313201e-06,4.89847702990054e-09,1.21790053930869e-06,-1.45486430396074e-09,-1.21377014287791e-05,-6.71737883766548e-10,-1.71619707277116e-05,-1.09544427482345e-08,-2.48862303913611e-05,-1.92338176045161e-08,-4.84089276809229e-05,-2.65855329085639e-08,-3.71219751306212e-05,-5.22286967114751e-08,-8.93125900883344e-05,-3.70112474835353e-08,-4.29784401463008e-05
0.01,0,0,3.24104906207243e-09,0,2.89944959113521e-09,3.49870293659122e-06,2.44862558062682e-09,6.11212025561511e-06,5.15381064536683e-09,1.04100170688299e-05,2.27398268862026e-09,6.77076841242718e-06,7.89187302065755e-09,1.50986506429725e-05,3.16808109010767e-09,1.6204767099568e-06,1.07332569040578e-08,1.17279646446715e-05,1.57652871812479e-09,-9.26814853723988e-06,7.9835138830893e-09,-5.0464981729605e-06,-9.1590989479947e-09,-2.49476680033717e-05,-1.26035822666286e-08,-3.90675876502401e-05,-3.44306366639851e-08,-4.32490234893336e-05,-6.44307616870804e-08,-9.0966658810995e-05,-6.9380987051474e-08,-5.97185816052504e-05,-1.46846823731383e-07,-0.000155527317742047,-9.03988730389501e-08,-6.71859592965699e-05
0.012,0,0,6.19086561369704e-09,0,5.11103838303541e-09,6.14914145932424e-06,3.83459881099149e-09,1.03470630556581e-05,8.81799320905336e-09,1.69212065225628e-05,4.20864170461583e-09,9.42218851910582e-06,1.42076403983767e-08,2.1775107386537e-05,6.01932820389415e-09,-1.14190205268347e-06,1.7874007902767e-08,1.21459848122905e-05,-1.27572353163037e-09,-1.91822135229198e-05,4.42116285189717e-09,-1.83129052903837e-05,-2.99090213399473e-08,-4.23501704261473e-05,-5.10580694928503e-08,-7.30987259197936e-05,-8.48053451493236e-08,-6.70828928306843e-05,-1.6947462551559e-07,-0.000151191946394035,-1.5125263794364e-07,-8.78884232702106e-05,-3.43988540085058e-07,-0.000245026379014781,-1.8850903793446e-07,-9.7036508408608e-05
0.014,0,0,8.99701628531651e-09,0,7.36795836452757e-09,7.54381942308465e-06,5.47879648189985e-09,1.25849998486041e-05,1.28782749156474e-08,2.02359099921046e-05,6.48484189399018e-09,1.04021058610106e-05,2.0962552009692e-08,2.38325473678873e-05,8.19073478946205e-09,-5.27018452678343e-06,2.23074391224402e-08,6.15732147464666e-06,-1.10497779990572e-08,-3.14935881136356e-05,-1.55747807161188e-08,-4.11198826990568e-05,-7.24300626765292e-08,-6.35838186363345e-05,-1.37431656238947e-07,-0.000121089696924928,-1.7665551620851e-07,-9.58894523863739e-05,-3.73275864212578e-07,-0.00023079825701835,-2.92235929488879e-07,-0.000121815394573048,-7.03571337590794e-07,-0.000359742369772706,-3.52680786506352e-07,-0.000132739601318208
0.016,0,0,1.07461485628201e-08,0,9.04838506661881e-09,7.68459246703451e-06,7.1803832036998e-09,1.25114741016944e-05,1.67165093360707e-08,1.93224367676347e-05,8.98436868865413e-09,7.94679454842725e-06,2.63539356939191e-08,1.81755702579128e-05,7.10250762988892e-09,-1.27449316755778e-05,1.82898321911169e-08,-1.05174866441142e-05,-3.27571316669875e-08,-4.64052298790628e-05,-6.33801259436064e-08,-7.71317529518148e-05,-1.4331765222272e-07,-8.7491662431484e-05,-2.92107629022231e-07,-0.000185484202847899,-3.21901756533707e-07,-0.00012847111613278,-7.10796885903739e-07,-0.000331020361663734,-5.0894000777749e-07,-0.000160278653808884,-1.27790067816579e-06,-0.000499752509771788,-6.00256228663175e-07,-0.000173181808816585
0.018,0,0,1.18750602357952e-08,0,1.05615896750376e-08,6.774050380313e-06,9.36367212391198e-09,1.02571114024568e-05,2.10663343936856e-08,1.40721278027026e-05,1.15936985264793e-08,1.23909687041371e-06,2.94856622484971e-08,3.43504055109111e-06,-8.06815760535492e-10,-2.51880339886025e-05,-9.28773929368662e-10,-4.1024579202471e-05,-7.43824437186903e-08,-6.56974058190307e-05,-1.5473099657647e-07,-0.000130786025723601,-2.51480897090016e-07,-0.000114571314709493,-5.36897486857239e-07,-0.000270045306012758,-5.22949690744285e-07,-0.000163018593587651,-1.2028945158911e-06,-0.000453113951173266,-7.97914043497208e-07,-0.000200312170500034,-2.08329920543406e-06,-0.000663164180270869,-9.26212697402773e-07,-0.000215132798565037
